crop_name,temperature,rainfall,soil_ph,market_demand
Peanut,33,85,6.7,5
Peanut,28,243,5.8,2
Maize,34,107,6.3,1
Sugarcane,12,178,5.7,3
Sorghum,28,183,5.1,9
Millet,33,296,6.1,4
Wheat,15,289,6.3,2
Cotton,37,59,7.0,4
Sorghum,30,176,5.9,7
Cotton,16,85,6.9,9
Soybean,12,211,6.5,6
Soybean,18,219,6.8,3
Sorghum,10,53,5.7,4
Wheat,23,157,6.4,6
Sugarcane,12,184,5.4,1
Wheat,34,282,5.6,8
Peanut,33,110,6.1,1
Soybean,36,160,5.5,8
Soybean,39,212,5.3,4
Soybean,27,174,7.4,5
Barley,24,98,7.4,2
Cotton,11,173,6.0,2
Wheat,15,68,5.4,3
Rice,16,178,6.7,1
Cotton,12,153,5.5,1
Barley,34,284,7.1,9
Sugarcane,31,219,7.5,4
Wheat,14,170,7.4,2
Millet,19,244,6.8,9
Maize,16,104,6.3,7
Soybean,28,287,6.3,7
Millet,37,206,7.4,5
Barley,39,264,7.2,1
Cotton,22,202,6.9,1
Cotton,10,119,5.9,8
Soybean,38,258,5.8,2
Rice,18,184,7.1,6
Cotton,31,147,7.3,4
Soybean,17,58,5.9,8
Sugarcane,39,169,7.3,7
Peanut,32,293,6.4,5
Wheat,18,201,5.1,8
Sorghum,36,122,7.4,4
Sugarcane,29,223,5.1,3
Millet,21,186,6.7,5
Maize,10,118,7.0,2
Barley,22,240,6.1,9
Soybean,17,93,6.9,9
Barley,25,163,6.9,3
Wheat,36,115,5.0,3
Soybean,24,209,6.5,1
Maize,14,276,7.1,3
Peanut,15,73,7.4,1
Peanut,23,135,7.1,5
Barley,20,92,7.2,2
Sugarcane,38,246,6.2,2
Cotton,33,195,7.3,8
Wheat,25,159,5.1,7
Sugarcane,32,224,5.2,5
Millet,27,263,5.8,2
Barley,31,159,5.7,7
Barley,32,98,6.8,1
Soybean,25,86,5.7,4
Maize,13,75,7.1,4
Rice,15,58,7.4,9
Rice,28,224,7.3,4
Millet,23,100,6.1,2
Cotton,35,198,6.9,7
Sugarcane,12,255,6.0,6
Sorghum,19,115,7.3,8
Sugarcane,16,134,6.3,9
Barley,36,117,6.6,4
Rice,30,91,5.5,5
Peanut,32,225,5.8,2
Barley,37,96,7.3,8
Cotton,31,276,7.0,5
Maize,18,197,7.5,9
Rice,14,264,6.6,6
Soybean,20,196,5.7,8
Peanut,14,113,6.6,7
Sorghum,35,245,5.9,3
Peanut,16,137,6.5,5
Peanut,21,227,6.0,1
Peanut,18,245,6.8,3
Sorghum,37,209,6.9,4
Barley,37,161,6.4,1
Wheat,11,218,6.8,8
Peanut,30,196,5.7,8
Sorghum,32,245,6.1,8
Soybean,22,117,6.3,1
Rice,24,60,6.9,1
Soybean,33,123,6.7,1
Maize,22,196,6.0,2
Sugarcane,27,166,5.4,2
Maize,21,53,5.2,8
Millet,35,83,5.5,4
Maize,25,165,6.5,7
Cotton,20,268,7.4,2
Cotton,15,273,7.3,7
Soybean,25,112,5.5,2
Millet,29,142,7.2,8
Soybean,28,128,5.4,4
Sorghum,24,294,5.0,9
Maize,22,174,7.1,5
Soybean,22,185,5.6,2
Millet,27,291,6.0,5
Barley,28,126,6.9,9
Cotton,29,75,5.6,2
Sugarcane,26,142,5.9,2
Maize,24,85,6.8,8
Peanut,12,257,6.9,4
Sorghum,18,235,6.7,2
Rice,31,280,6.9,6
Sugarcane,28,129,5.5,9
Sorghum,13,288,6.0,4
Rice,24,195,5.8,1
Sorghum,18,247,6.5,4
Barley,35,62,5.3,5
Wheat,18,208,6.0,1
Cotton,32,122,5.5,2
Millet,33,121,5.1,9
Soybean,25,123,5.9,3
Soybean,33,70,6.9,9
Maize,23,232,5.4,8
Millet,33,254,7.2,6
Soybean,28,207,6.7,2
Millet,32,123,6.7,1
Sorghum,30,113,5.8,7
Maize,23,105,6.8,4
Peanut,34,211,7.3,1
Wheat,11,140,6.7,5
Rice,34,116,5.0,3
Rice,17,119,6.8,3
Barley,14,185,5.7,4
Maize,16,218,7.3,8
Barley,34,222,6.5,8
Soybean,29,276,5.2,6
Barley,26,254,6.5,2
Wheat,15,110,7.3,4
Sugarcane,23,221,5.5,2
Barley,38,127,5.3,2
Millet,12,89,6.9,7
Wheat,24,146,7.4,4
Peanut,39,249,5.3,4
Sugarcane,22,191,7.3,3
Maize,19,141,7.0,8
Sugarcane,23,74,7.4,4
Rice,27,62,5.4,7
Peanut,28,259,7.5,4
Peanut,10,102,6.8,4
Peanut,12,128,7.3,1
Barley,16,255,6.7,5
Soybean,18,254,7.2,3
Peanut,19,63,5.1,3
Sorghum,39,148,6.0,2
Barley,27,65,6.9,2
Barley,21,224,6.3,3
Cotton,18,109,6.3,2
Sorghum,28,63,6.7,8
Cotton,31,279,5.2,2
Peanut,34,287,6.7,9
Sorghum,14,176,6.9,5
Wheat,38,61,7.1,1
Cotton,35,54,5.9,6
Cotton,28,165,6.8,4
Sugarcane,17,82,7.1,1
Rice,27,195,5.0,6
Barley,38,62,5.1,3
Rice,32,165,6.7,4
Peanut,14,232,6.8,9
Millet,20,95,5.5,8
Millet,13,112,6.7,2
Millet,22,160,5.2,3
Peanut,21,288,6.8,2
Millet,28,251,6.5,2
Sugarcane,17,140,5.0,5
Sugarcane,14,141,5.2,7
Barley,33,196,6.3,5
Sorghum,27,192,6.2,2
Maize,31,104,7.2,7
Maize,21,276,5.9,3
Millet,32,82,6.3,3
Sorghum,32,200,6.4,2
Maize,27,207,5.3,2
Rice,28,185,6.5,5
Rice,13,134,5.6,1
Sorghum,32,151,6.2,3
Rice,38,179,5.7,9
Sorghum,26,68,5.5,8
Wheat,36,149,5.5,5
Maize,22,285,6.6,6
Rice,17,285,5.7,2
Barley,25,147,7.4,6
Barley,37,109,6.5,8
Rice,12,252,5.1,7
Soybean,13,50,5.5,1
Millet,33,102,5.5,2
Soybean,38,298,6.2,3
Barley,26,56,5.4,3
Barley,32,50,5.2,2
Soybean,30,163,5.7,4
Barley,33,191,6.7,1
Millet,10,291,6.2,2
Sorghum,17,232,6.1,7
Soybean,30,297,6.1,2
Millet,18,243,6.7,9
Sorghum,34,118,5.8,8
Millet,38,144,5.9,2
Soybean,34,295,7.1,4
Sorghum,17,142,5.3,4
Barley,24,158,5.0,4
Millet,14,275,5.5,4
Peanut,31,133,5.9,3
Barley,14,197,7.1,1
Maize,12,87,6.9,6
Peanut,29,160,6.3,1
Sugarcane,35,108,5.1,5
Sugarcane,12,285,6.9,6
Sorghum,26,54,5.4,9
Sugarcane,37,206,5.7,6
Wheat,28,215,6.0,1
Millet,23,255,5.2,1
Peanut,11,243,5.8,4
Rice,23,59,5.2,5
Cotton,10,236,5.7,7
Millet,29,158,5.9,8
Sorghum,18,291,6.0,3
Cotton,30,107,6.3,4
Soybean,31,224,5.8,1
Maize,18,275,5.9,8
Soybean,33,210,5.6,9
Rice,26,250,5.3,6
Barley,29,158,5.6,8
Sorghum,16,264,6.5,5
Millet,35,132,6.2,9
Rice,39,290,5.4,4
Cotton,29,114,5.2,1
Cotton,39,79,7.1,9
Peanut,24,173,7.2,7
Barley,38,199,5.9,8
Soybean,21,195,5.5,4
Sugarcane,37,100,6.4,2
Soybean,18,216,6.9,7
Rice,20,103,6.1,8
Millet,16,93,7.1,6
Sorghum,14,243,5.3,5
Soybean,29,103,6.1,3
Sorghum,37,204,6.3,9
Cotton,10,148,5.1,2
Sorghum,34,261,5.8,7
Barley,20,172,5.1,7
Sorghum,33,91,6.6,6
Peanut,38,201,5.6,1
Sorghum,38,188,7.5,6
Sugarcane,18,172,6.8,6
Sugarcane,20,95,5.7,5
Sorghum,26,293,5.3,6
Maize,26,180,6.0,4
Rice,21,184,5.1,7
Sugarcane,15,65,6.0,3
Peanut,20,55,5.3,3
Maize,25,158,6.2,9
Wheat,22,200,5.1,9
Sorghum,38,143,6.6,2
Maize,30,62,6.1,6
Rice,28,248,6.9,7
Sorghum,20,125,5.3,5
Peanut,11,138,6.3,8
Millet,26,65,7.2,3
Wheat,18,143,7.4,3
Peanut,29,222,6.3,9
Rice,31,119,6.0,5
Sugarcane,23,262,6.9,3
Millet,20,105,6.9,5
Sugarcane,18,270,6.3,1
Soybean,35,243,7.3,3
Sorghum,37,265,6.1,4
Wheat,12,282,6.3,9
Peanut,19,138,7.4,5
Wheat,27,82,5.8,6
Maize,19,273,6.2,5
Rice,14,65,5.3,1
Soybean,27,100,5.2,9
Sugarcane,26,226,6.9,6
Barley,12,194,6.6,2
Sugarcane,13,72,5.9,9
Millet,20,295,5.3,9
Barley,32,178,5.2,4
Sugarcane,25,284,5.8,7
Rice,13,247,6.1,2
Wheat,29,283,5.8,3
Barley,34,299,6.2,1
Barley,21,166,6.0,9
Rice,38,161,7.0,7
Barley,12,169,6.1,4
Rice,29,145,7.2,5
Cotton,39,72,7.2,1
Soybean,25,154,6.4,3
Barley,25,91,5.5,4
Peanut,27,232,7.3,5
Millet,16,235,5.6,3
Millet,37,297,6.5,4
Soybean,38,233,6.0,2
Soybean,31,271,5.9,3
Cotton,11,137,6.9,1
Soybean,27,88,6.5,2
Millet,37,162,5.5,8
Soybean,17,198,6.1,8
Cotton,33,57,6.8,1
Barley,20,190,6.9,5
Peanut,39,207,5.6,5
Wheat,22,188,5.4,7
Cotton,12,255,5.2,4
Wheat,10,96,7.1,6
Wheat,31,75,5.5,5
Maize,23,195,7.2,4
Soybean,12,248,6.4,2
Peanut,17,188,7.1,8
Wheat,36,227,5.5,5
Barley,39,200,5.7,8
Sorghum,25,170,5.5,1
Wheat,16,109,5.0,1
Rice,15,231,5.4,3
Peanut,22,257,6.1,8
Sugarcane,29,172,7.2,9
Sugarcane,37,118,6.2,4
Wheat,33,138,6.4,9
Sugarcane,13,160,7.0,5
Soybean,28,176,6.1,2
Wheat,19,266,6.3,5
Wheat,27,293,6.2,2
Peanut,26,194,5.2,6
Rice,31,246,7.5,6
Soybean,17,188,6.2,6
Maize,37,297,5.5,8
Cotton,30,59,6.3,3
Wheat,36,188,5.1,2
Sugarcane,38,180,6.3,4
Cotton,38,167,6.1,8
Sorghum,11,165,6.6,2
Peanut,33,194,7.0,6
Cotton,35,215,6.0,1
Sugarcane,20,261,7.1,7
Maize,12,197,7.2,2
Cotton,26,290,6.7,2
Rice,38,196,7.0,6
Soybean,35,165,6.3,1
Cotton,15,78,5.5,6
Peanut,30,79,6.7,6
Sorghum,38,149,6.5,8
Rice,11,89,5.7,2
Millet,38,161,6.5,3
Barley,27,215,6.9,8
Maize,22,134,7.1,6
Peanut,30,207,6.3,4
Soybean,20,238,6.8,7
Soybean,15,71,5.9,8
Cotton,28,197,7.4,5
Wheat,29,116,6.0,1
Sorghum,33,81,6.8,7
Rice,26,120,7.3,1
Rice,20,215,5.2,8
Soybean,18,296,7.4,7
Cotton,27,226,5.4,7
Soybean,38,91,5.2,1
Millet,32,142,6.5,9
Barley,25,103,7.3,1
Barley,13,88,6.4,4
Soybean,26,149,6.9,8
Millet,20,226,7.3,8
Barley,18,163,5.9,7
Sorghum,31,62,6.1,4
Cotton,24,195,7.4,3
Wheat,17,131,5.8,5
Maize,34,147,5.2,3
Wheat,18,261,6.7,3
Barley,10,101,6.7,2
Rice,33,256,6.3,3
Millet,35,173,5.3,3
Millet,22,106,7.5,7
Rice,34,230,6.1,2
Peanut,11,295,5.8,1
Cotton,32,143,5.4,3
Millet,23,144,5.9,7
Rice,26,120,6.8,6
Soybean,30,288,5.6,5
Peanut,22,91,5.7,6
Peanut,13,299,5.0,6
Soybean,10,70,7.1,9
Peanut,19,148,5.2,6
Cotton,33,227,5.5,5
Wheat,34,267,6.1,7
Barley,39,93,7.2,1
Sugarcane,30,202,6.2,2
Rice,26,279,5.8,7
Maize,28,253,5.7,6
Sorghum,12,126,5.5,8
Sorghum,11,134,6.8,1
Soybean,10,142,5.6,2
Rice,20,148,7.3,1
Sorghum,27,162,7.4,4
Sugarcane,23,194,7.4,1
Maize,30,217,6.6,1
Peanut,13,191,6.1,7
Rice,34,260,7.3,6
Cotton,19,127,6.5,6
Sugarcane,25,188,6.9,2
Wheat,24,168,5.7,4
Sugarcane,22,256,7.1,9
Barley,18,263,6.4,4
Sugarcane,35,220,5.5,2
Rice,12,75,5.2,4
Millet,16,215,5.1,9
Sugarcane,21,293,7.4,8
Cotton,28,57,6.2,4
Barley,34,159,5.4,6
Sorghum,13,129,5.4,7
Wheat,11,83,6.0,1
Barley,33,252,6.6,9
Sorghum,24,278,7.5,9
Cotton,13,152,6.0,3
Rice,30,244,6.7,8
Sorghum,27,297,5.5,2
Millet,37,123,6.4,9
Cotton,28,271,6.9,8
Barley,23,297,6.7,4
Sugarcane,30,164,7.1,1
Cotton,22,277,5.5,8
Sorghum,31,256,7.4,9
Rice,32,82,6.1,1
Sorghum,24,292,7.0,5
Rice,33,239,5.5,9
Millet,33,257,6.5,8
Sugarcane,32,136,5.9,3
Rice,32,58,5.9,1
Cotton,35,292,6.0,3
Soybean,34,131,7.0,8
Rice,20,154,5.5,5
Soybean,16,63,6.6,5
Sorghum,19,95,6.8,6
Peanut,19,184,6.5,3
Maize,23,54,7.0,2
Rice,13,116,5.9,7
Cotton,34,62,5.6,8
Sorghum,16,156,5.7,8
Sorghum,20,281,5.9,6
Peanut,32,172,6.3,3
Barley,22,91,5.6,5
Wheat,22,142,7.3,3
Cotton,10,298,7.0,7
Maize,10,282,6.4,4
Millet,36,295,5.5,4
Sorghum,36,98,5.4,4
Barley,27,105,7.5,9
Sorghum,36,148,6.5,6
Rice,13,234,6.1,4
Soybean,13,88,7.4,4
Barley,37,208,7.5,3
Sugarcane,31,110,5.2,6
Sugarcane,26,99,6.7,8
Peanut,18,203,6.3,8
Rice,23,251,6.5,1
Maize,24,78,5.4,1
Peanut,36,262,5.4,2
Cotton,37,290,6.3,2
Sorghum,28,198,6.8,3
Barley,12,176,7.0,2
Millet,15,190,6.5,1
Cotton,15,102,7.4,2
Barley,15,221,7.3,6
Rice,33,50,6.0,1
Rice,34,207,6.6,8
Cotton,34,53,6.0,9
Wheat,27,196,7.1,7
Maize,28,121,7.0,5
Soybean,34,77,6.7,6
Soybean,32,143,6.7,9
Millet,36,274,6.3,9
Rice,33,184,5.6,9
Soybean,34,164,5.1,3
Sorghum,37,160,5.2,7
Sorghum,15,98,5.5,4
Wheat,28,238,5.5,7
Wheat,35,201,7.1,7
Rice,30,233,6.0,1
Sugarcane,15,260,6.8,4
Rice,31,167,7.2,5
Wheat,17,160,6.2,1
Sorghum,34,157,6.8,5
Millet,19,224,7.4,2
Rice,21,71,5.5,8
Sugarcane,18,187,7.3,4
Peanut,26,90,5.4,9
Peanut,20,81,6.2,9
Rice,36,252,5.8,8
Peanut,34,293,5.9,5
Soybean,19,267,6.3,6
Rice,17,103,6.8,8
Maize,29,173,6.0,3
Rice,14,165,7.4,6
Sorghum,29,153,5.8,4
Rice,32,70,6.6,3
Cotton,31,239,7.4,8
Barley,12,160,5.2,5
Sorghum,13,232,5.1,9
Peanut,11,145,5.5,7
Rice,22,243,6.4,8
Peanut,24,129,6.0,4
Sorghum,31,241,5.2,8
Peanut,11,115,7.1,8
Soybean,31,60,5.7,3
Rice,37,127,5.1,7
Wheat,35,179,5.4,9
Soybean,31,284,7.4,2
Sugarcane,35,199,6.0,9
Soybean,36,145,7.3,3
Soybean,13,245,6.0,5
Millet,14,206,7.5,8
Sugarcane,37,209,6.4,2
Millet,13,55,7.0,4
Millet,23,106,6.2,3
Barley,11,247,5.4,6
Wheat,19,277,6.0,3
Sugarcane,23,220,6.9,7
Rice,22,88,6.4,7
Barley,28,296,6.9,2
Peanut,20,259,7.4,8
Sugarcane,14,57,7.1,6
Sugarcane,15,261,6.7,4
Soybean,36,246,6.2,8
Wheat,28,62,6.4,8
Sorghum,38,257,6.1,8
Maize,36,239,5.9,3
Maize,37,293,6.1,2
Soybean,36,274,6.7,9
Peanut,32,80,6.0,9
Barley,14,257,6.9,8
Cotton,29,283,6.9,5
Millet,33,53,6.6,8
Maize,26,264,5.2,3
Peanut,36,284,5.5,8
Millet,24,248,5.5,8
Rice,25,114,5.2,5
Maize,12,61,6.2,7
Wheat,17,153,6.7,1
Sorghum,39,218,7.0,9
Soybean,29,106,6.3,1
Wheat,11,285,5.0,4
Cotton,26,128,5.3,3
Barley,32,146,6.0,8
Wheat,38,254,7.4,3
Barley,37,282,7.0,4
Sugarcane,23,87,5.7,3
Peanut,15,205,5.5,1
Soybean,36,129,7.2,4
Maize,39,116,7.4,5
Barley,14,93,5.9,9
Soybean,12,239,7.2,5
Soybean,26,238,6.9,3
Millet,20,191,7.3,4
Sugarcane,31,99,6.1,1
Wheat,29,184,5.2,1
Millet,12,94,7.3,1
Sorghum,21,144,6.4,1
Sorghum,13,115,5.6,4
Soybean,27,226,7.0,5
Peanut,32,107,7.2,6
Barley,24,101,6.5,6
Sorghum,32,178,7.3,5
Wheat,38,71,7.2,2
Sorghum,23,139,6.0,6
Rice,21,286,6.7,2
Barley,20,93,7.5,6
Sugarcane,14,238,6.9,1
Barley,28,78,5.3,8
Soybean,19,244,7.3,2
Cotton,20,190,5.2,4
Peanut,24,101,6.3,3
Sugarcane,31,155,6.2,3
Rice,32,155,6.8,6
Rice,21,205,6.7,8
Soybean,10,225,5.4,4
Sugarcane,17,209,5.5,9
Rice,10,150,5.2,7
Soybean,17,261,6.3,8
Wheat,23,138,5.5,7
Soybean,16,209,7.0,8
Maize,20,71,6.4,7
Wheat,17,127,5.3,3
Peanut,17,198,6.7,8
Maize,10,167,7.3,2
Barley,15,100,6.9,6
Soybean,34,297,7.5,5
Rice,26,115,5.9,9
Wheat,29,112,5.2,7
Sugarcane,29,276,7.0,7
Maize,32,240,5.7,4
Peanut,10,283,6.0,4
Sorghum,14,174,5.3,8
Soybean,28,137,5.4,4
Rice,26,122,6.4,3
Maize,18,139,7.0,5
Maize,29,137,5.2,1
Rice,26,83,6.7,7
Soybean,31,135,7.5,7
Millet,18,120,6.8,5
Wheat,25,193,5.6,5
Barley,11,172,6.2,5
Cotton,31,222,6.0,3
Sugarcane,16,218,5.2,7
Soybean,28,101,5.9,3
Maize,29,281,6.8,7
Rice,24,120,6.8,3
Peanut,33,75,6.8,3
Maize,15,187,5.9,3
Sorghum,12,175,5.9,7
Maize,30,52,6.6,2
Millet,29,260,6.2,8
Sugarcane,33,158,5.5,8
Cotton,10,208,7.2,3
Rice,33,53,5.5,3
Barley,29,68,5.2,8
Cotton,33,95,7.0,8
Barley,31,243,6.3,4
Sorghum,17,111,7.2,5
Millet,37,100,7.1,1
Sugarcane,38,272,5.4,6
Soybean,30,288,5.6,9
Barley,32,286,5.4,9
Wheat,28,159,7.1,4
Cotton,28,202,7.3,5
Maize,22,74,5.9,4
Soybean,32,189,5.6,3
Cotton,14,296,5.4,9
Barley,35,192,6.4,4
Rice,33,240,7.2,8
Sugarcane,22,75,5.5,8
Barley,13,131,5.4,8
Rice,15,52,6.2,1
Peanut,12,135,5.1,6
Peanut,33,292,7.2,6
Sorghum,25,84,6.4,2
Rice,32,243,6.5,3
Peanut,18,299,6.5,3
Sorghum,38,77,7.1,3
Cotton,20,188,5.5,3
Sugarcane,26,234,5.0,9
Rice,37,53,7.4,1
Soybean,15,201,5.7,6
Sugarcane,38,79,5.2,6
Barley,34,88,5.2,7
Peanut,28,147,5.8,4
Sugarcane,21,103,5.2,7
Wheat,13,298,5.5,1
Maize,22,74,6.8,2
Barley,13,227,7.5,9
Sugarcane,34,259,7.0,4
Rice,30,94,5.2,4
Barley,13,145,6.2,3
Peanut,34,122,6.1,2
Soybean,26,159,5.5,7
Wheat,19,94,6.1,2
Sugarcane,34,112,7.3,7
Barley,37,198,7.1,1
Millet,24,271,6.6,8
Wheat,33,220,7.1,2
Soybean,39,135,7.1,2
Wheat,32,127,5.9,2
Cotton,33,162,5.3,3
Soybean,36,194,7.2,2
Maize,14,71,6.8,3
Maize,37,96,7.1,4
Wheat,37,287,5.0,1
Soybean,38,172,5.5,1
Sugarcane,15,215,6.9,7
Maize,17,142,5.0,1
Peanut,15,189,6.6,5
Sugarcane,23,250,5.5,4
Rice,38,259,7.4,1
Peanut,35,210,7.0,3
Rice,33,164,7.1,2
Maize,16,192,6.8,7
Peanut,30,90,6.9,1
Barley,21,89,5.3,6
Wheat,13,287,5.2,2
Barley,17,51,5.5,3
Millet,21,283,5.2,3
Rice,16,114,5.0,2
Soybean,11,67,7.2,5
Sugarcane,14,109,5.3,9
Barley,22,227,5.2,1
Millet,13,216,7.0,2
Soybean,24,139,5.8,5
Sugarcane,13,129,7.2,4
Barley,16,239,6.5,7
Sorghum,12,110,6.7,3
Wheat,12,282,6.1,4
Sorghum,16,117,5.1,7
Barley,16,180,7.3,5
Cotton,13,72,6.2,8
Barley,20,69,7.2,9
Cotton,30,241,6.4,9
Soybean,24,124,7.0,4
Millet,36,208,6.0,8
Maize,29,108,6.7,2
Rice,26,268,5.9,4
Barley,38,106,5.2,5
Millet,10,255,5.5,3
Millet,20,210,5.4,2
Rice,11,279,7.0,7
Cotton,28,98,6.8,5
Millet,12,106,5.9,5
Wheat,26,81,6.8,8
Millet,34,182,5.2,4
Sorghum,17,261,5.7,6
Sorghum,31,251,6.1,6
Wheat,34,189,5.5,5
Cotton,29,131,6.9,6
Rice,21,173,7.2,4
Wheat,11,102,5.6,4
Cotton,15,276,5.6,5
Peanut,17,107,6.4,4
Barley,11,91,5.9,1
Sorghum,12,175,6.4,8
Soybean,14,197,6.8,9
Wheat,18,90,5.8,2
Millet,14,232,5.3,4
Sorghum,30,153,5.4,7
Millet,12,96,6.1,7
Soybean,16,209,7.0,8
Sorghum,25,178,7.5,5
Sorghum,19,245,7.4,6
Soybean,37,223,7.2,2
Peanut,24,202,5.5,8
Sugarcane,13,252,7.0,8
Rice,37,241,5.9,8
Rice,39,260,7.0,1
Maize,12,216,5.4,8
Soybean,24,165,6.1,8
Rice,23,234,5.5,2
Barley,25,104,6.2,7
Wheat,38,111,5.4,8
Millet,12,227,5.1,5
Millet,28,241,6.1,8
Peanut,26,124,6.1,2
Sorghum,16,239,5.3,4
Millet,28,50,7.2,7
Sugarcane,34,222,5.9,2
Rice,22,221,6.0,1
Sorghum,27,186,7.5,6
Rice,33,118,6.7,7
Peanut,14,120,6.9,6
Soybean,31,246,5.6,1
Maize,27,211,6.3,2
Rice,25,113,5.0,3
Wheat,14,143,6.3,6
Sorghum,24,211,6.6,5
Peanut,34,272,6.2,6
Barley,22,128,6.2,4
Rice,24,192,5.2,9
Sugarcane,29,265,6.5,7
Wheat,23,71,5.2,5
Millet,14,54,5.1,6
Cotton,35,241,6.1,9
Maize,27,152,5.0,7
Millet,37,249,7.2,3
Wheat,12,166,6.5,9
Sorghum,16,215,6.1,4
Soybean,21,258,6.3,4
Sorghum,13,170,7.0,1
Soybean,10,168,6.8,3
Soybean,27,110,6.1,9
Soybean,15,119,5.2,2
Rice,25,175,6.1,9
Wheat,28,256,6.2,2
Barley,31,154,6.3,5
Barley,10,99,6.6,5
Millet,35,275,5.5,6
Peanut,11,287,7.3,2
Barley,12,114,5.5,8
Rice,16,292,5.5,5
Sugarcane,23,110,6.2,7
Sorghum,29,131,6.3,3
Millet,32,211,7.1,1
Millet,26,254,5.8,3
Sorghum,25,212,6.7,1
Sorghum,37,200,6.7,8
Barley,33,187,6.5,6
Barley,21,232,6.6,6
Barley,17,157,7.2,5
Peanut,35,192,6.3,6
Sorghum,31,274,5.6,3
Barley,31,169,6.4,1
Soybean,19,266,5.3,8
Maize,24,281,7.3,2
Wheat,17,285,5.8,7
Barley,29,188,5.3,1
Maize,22,159,5.2,1
Sugarcane,25,248,6.1,5
Sugarcane,26,276,6.1,4
Maize,23,249,6.7,6
Soybean,39,73,5.6,7
Wheat,10,226,7.5,4
Sugarcane,35,286,5.9,7
Sorghum,31,88,6.4,4
Peanut,22,283,7.0,4
Sugarcane,24,87,7.4,7
Millet,11,259,7.2,5
Soybean,14,291,5.6,4
Cotton,35,226,7.1,4
Soybean,11,131,5.9,1
Rice,13,90,5.5,5
Cotton,28,238,7.3,4
Maize,11,255,6.4,9
Cotton,15,245,6.3,1
Wheat,25,186,6.8,9
Barley,32,85,5.4,3
Peanut,36,245,5.6,9
Maize,31,102,7.1,7
Sorghum,17,148,5.2,9
Soybean,14,110,5.3,7
Cotton,39,222,7.3,7
Sugarcane,37,238,6.7,7
Barley,25,87,7.2,2
Barley,35,154,7.4,6
Millet,36,126,5.2,1
Soybean,16,290,7.1,5
Millet,30,227,5.6,8
Sugarcane,32,86,6.7,1
Sorghum,21,123,5.8,2
Millet,19,213,7.0,5
Soybean,39,274,5.7,3
Soybean,30,56,6.2,5
Millet,26,249,5.8,6
Maize,27,209,6.5,1
Soybean,11,287,6.6,7
Soybean,17,73,5.4,6
Millet,33,122,7.4,1
Cotton,36,226,7.1,7
Soybean,16,269,5.1,9
Cotton,30,93,6.0,8
Sorghum,39,106,6.9,5
Peanut,39,61,6.6,4
Soybean,16,186,6.5,8
Sorghum,35,264,5.6,6
Cotton,29,72,6.2,7
Sugarcane,18,184,5.3,4
Sugarcane,23,52,5.6,6
Soybean,38,82,7.0,9
Millet,24,136,6.4,7
Sorghum,36,171,7.4,2
Sorghum,37,129,6.8,3
Sorghum,31,98,7.1,6
Barley,33,108,7.4,8
Cotton,14,96,6.8,8
Sugarcane,37,148,6.4,3
Maize,23,263,5.6,2
Barley,36,283,6.1,4
Millet,37,182,6.5,2
Soybean,37,297,5.4,4
Millet,34,204,7.4,5
Soybean,21,250,5.4,1
Sugarcane,37,222,6.5,6
Soybean,38,202,6.0,6
Peanut,39,150,6.1,5
Sorghum,33,158,5.6,2
Peanut,36,161,7.3,8
Peanut,22,254,7.4,4
Soybean,39,181,5.4,2
Cotton,22,273,5.1,2
Soybean,27,246,7.2,8
Soybean,18,170,6.0,8
Wheat,19,219,6.4,8
Millet,22,276,6.6,6
Barley,12,103,6.4,9
Rice,20,136,5.7,6
Rice,20,256,6.5,6
Rice,30,266,5.5,5
Rice,31,70,7.4,3
Millet,10,109,5.1,2
Millet,19,96,6.5,2
Maize,31,242,6.2,3
Rice,13,229,7.3,7
Peanut,14,57,5.4,1
Soybean,23,107,7.4,3
Soybean,29,170,5.9,3
Wheat,24,237,6.2,9
Sugarcane,22,172,5.1,9
Maize,28,285,7.1,3
Maize,28,199,5.3,8
Soybean,21,104,6.8,7
Soybean,33,174,6.2,8
Maize,10,138,7.1,5
Sugarcane,28,213,6.0,3
Soybean,16,162,6.4,8
Maize,30,110,6.8,9
Cotton,23,192,6.8,5
Cotton,26,100,5.9,3
Sugarcane,32,126,6.0,3
Millet,10,154,5.8,3
Sugarcane,21,127,5.5,4
Maize,32,71,6.6,3
Sugarcane,37,228,7.5,5
Soybean,24,235,5.8,1
Rice,21,150,7.2,9
Millet,30,58,5.5,8
Barley,27,97,7.5,5
Wheat,17,60,5.8,3
Cotton,11,195,6.6,8
Maize,12,50,6.9,5
Cotton,27,137,5.9,3
Peanut,11,285,6.1,1
Wheat,20,161,6.9,4
Sugarcane,18,123,5.7,1
Barley,14,298,7.3,7
Sorghum,27,52,6.0,5
Sugarcane,13,279,6.2,6
Barley,26,269,5.9,3
Sugarcane,39,104,5.4,1
Maize,18,102,5.5,4
Rice,13,135,5.5,5
Maize,31,134,7.1,9
Soybean,29,101,6.6,1
Maize,14,294,5.5,2
Rice,17,213,5.6,4
Maize,17,233,7.5,1
Wheat,29,287,6.3,5
Rice,27,159,7.3,1
Barley,36,264,5.2,2
Peanut,12,185,6.3,1
Sugarcane,32,226,5.4,5
Sugarcane,17,55,7.1,2
Maize,16,237,6.9,1
Soybean,27,159,6.5,8
Cotton,19,107,6.8,8
Barley,19,241,6.8,2
Sorghum,23,160,5.8,4
